size for secuential search
100;1000;10000;100000;1000000;10000000;10000000;100000000;1000000000;
1.716e-06;2.569e-06;2.4778e-05;0.000253182;0.00256387;0.0259928;0.260228;2.58756;
7.58e-07;2.46e-06;6.2028e-05;0.000315827;0.00253805;0.0254558;0.257121;2.58229;
6.69e-07;2.475e-06;6.2015e-05;0.000314641;0.00256406;0.0255627;0.258612;2.5932;
6.09e-07;2.456e-06;6.1966e-05;0.000315352;0.00256419;0.0256644;0.258753;2.59021;
6.75e-07;2.473e-06;6.2196e-05;0.000315997;0.00253273;0.0261158;0.256763;2.59133;
7.78e-07;2.456e-06;4.4856e-05;0.000316513;0.00273095;0.0256516;0.256232;2.58253;
9.43e-07;2.627e-06;4.8238e-05;0.000371361;0.00259258;0.0260193;0.258041;2.58154;
7.93e-07;2.456e-06;6.2274e-05;0.000344934;0.00253816;0.0254454;0.258157;2.57738;
7.19e-07;2.651e-06;4.8844e-05;0.000308379;0.00256796;0.0255056;0.257989;2.57827;
6.48e-07;2.457e-06;6.2416e-05;0.000316515;0.00256412;0.0255421;0.256206;2.58671;
6.68e-07;2.482e-06;6.2344e-05;0.000316215;0.00260353;0.0254764;0.256933;2.57742;
6.58e-07;2.47e-06;6.1641e-05;0.000313852;0.00260334;0.0254505;0.258522;2.57791;
7.63e-07;2.473e-06;6.2067e-05;0.000313267;0.00253549;0.0255913;0.25788;2.59649;
8.04e-07;2.461e-06;6.2594e-05;0.000313397;0.00253279;0.0255393;0.256969;2.58221;
7.64e-07;2.47e-06;6.1936e-05;0.000315002;0.00253272;0.0256229;0.256433;2.57871;
7.16e-07;2.477e-06;6.2138e-05;0.000299608;0.00301561;0.026329;0.264518;2.57438;
1.005e-06;2.0036e-05;4.864e-05;0.000343376;0.00256531;0.0255942;0.258304;2.57349;
5.67e-07;2.462e-06;6.1921e-05;0.000313189;0.00253545;0.0255003;0.256526;2.57697;
8.4e-07;2.483e-06;6.2583e-05;0.000313509;0.00256384;0.0255318;0.256727;2.57224;
6.9e-07;2.477e-06;6.1543e-05;0.000313308;0.0025327;0.0255553;0.256393;2.57583;
1.16e-06;2.48e-06;6.1852e-05;0.000312131;0.00253556;0.0254455;0.256649;2.57175;
1.044e-06;2.46e-06;6.2036e-05;0.000312104;0.00253549;0.0258134;0.255249;2.55904;
7.48e-07;2.485e-06;6.2293e-05;0.000316801;0.00253528;0.0254375;0.255896;2.56549;
1.002e-06;2.462e-06;6.1958e-05;0.000314654;0.00253547;0.0255392;0.256156;2.56367;
6.89e-07;2.446e-06;6.1993e-05;0.000312861;0.00253797;0.0254481;0.255429;2.56712;
8.03e-07;2.452e-06;6.224e-05;0.000314928;0.00253547;0.0255002;0.255328;2.56961;
6.42e-07;2.46e-06;6.1725e-05;0.000313346;0.00253261;0.0254534;0.255146;2.55884;
6.98e-07;2.48e-06;6.1675e-05;0.000311592;0.00253825;0.0254739;0.255483;2.56345;
7.63e-07;2.647e-06;4.8289e-05;0.000367015;0.00253626;0.0254482;0.255303;2.56033;
6.8e-07;2.469e-06;6.1918e-05;0.000312876;0.00253828;0.0254714;0.255341;2.56398;
7.85e-07;2.454e-06;6.1831e-05;0.000315033;0.00253555;0.0255185;0.255359;2.566;
1.035e-06;2.441e-06;6.1777e-05;0.000312353;0.00253548;0.025466;0.25547;2.56526;
6.1e-07;2.466e-06;6.155e-05;0.000312672;0.00253289;0.0254865;0.255378;2.56046;
7.57e-07;2.431e-06;6.2043e-05;0.000314659;0.00253297;0.0255656;0.255387;2.55911;
6.09e-07;2.478e-06;6.1633e-05;0.000312214;0.00259803;0.0254465;0.255144;2.56445;
7.17e-07;2.482e-06;6.2475e-05;0.000315882;0.00253265;0.0254483;0.255395;2.55871;
6.45e-07;2.499e-06;6.1846e-05;0.000312784;0.0025668;0.0254193;0.260456;2.56641;
6.98e-07;2.464e-06;6.1949e-05;0.000315504;0.00253796;0.0255368;0.255507;2.56186;
6.66e-07;2.472e-06;6.1247e-05;0.000313697;0.00253559;0.0254171;0.255322;2.56237;
6.11e-07;2.0146e-05;4.8057e-05;0.000361649;0.00255054;0.0255031;0.255509;2.56252;
5.79e-07;2.468e-06;6.2242e-05;0.000347469;0.00257192;0.025539;0.255254;2.56518;
7.15e-07;2.463e-06;6.1948e-05;0.000313274;0.00253561;0.0254065;0.25533;2.56595;
7.42e-07;2.478e-06;6.2188e-05;0.00031129;0.00253539;0.0254297;0.256232;2.56112;
7.03e-07;2.461e-06;6.207e-05;0.000314477;0.00253289;0.0254533;0.255291;2.56108;
6.99e-07;2.462e-06;6.2112e-05;0.000311095;0.00253305;0.0255942;0.255778;2.5636;
7.15e-07;2.464e-06;6.2165e-05;0.000313103;0.00253297;0.0254379;0.256729;2.56459;
8.2e-07;2.612e-06;6.3041e-05;0.000300962;0.00260228;0.025479;0.25708;2.56719;
6.69e-07;2.481e-06;6.1929e-05;0.000313237;0.00253791;0.0254561;0.262649;2.56183;
6.58e-07;2.463e-06;6.1774e-05;0.000313062;0.00253286;0.0256491;0.255295;2.5615;
1.31e-06;2.49e-06;6.2684e-05;0.000313549;0.00253798;0.0254845;0.255681;2.55939;
6.67e-07;2.462e-06;6.1966e-05;0.000311724;0.00253565;0.0254504;0.255124;2.55904;
7.52e-07;2.474e-06;6.1804e-05;0.00031577;0.00253263;0.0254561;0.255434;2.57196;
6.31e-07;2.485e-06;6.1971e-05;0.000312972;0.00253545;0.0254477;0.256378;2.55856;
6.03e-07;2.0179e-05;4.8036e-05;0.000337854;0.00257753;0.0254741;0.255687;2.56106;
6.61e-07;2.462e-06;6.2592e-05;0.000310869;0.00253586;0.0254534;0.255228;2.55833;
5.57e-07;2.472e-06;6.1658e-05;0.000314757;0.0025355;0.0254712;0.255163;2.56032;
7.04e-07;2.448e-06;6.2654e-05;0.000313497;0.00253556;0.0254847;0.256787;2.55856;
7.33e-07;2.477e-06;6.1806e-05;0.000312304;0.00253549;0.0254507;0.255246;2.56837;
6.78e-07;1.9989e-05;4.8389e-05;0.000311845;0.00256949;0.0254116;0.255542;2.56291;
7.73e-07;2.451e-06;6.2083e-05;0.000312991;0.00253307;0.0254328;0.255517;2.5601;
6.66e-07;2.482e-06;6.2151e-05;0.000311822;0.00253221;0.025443;0.255249;2.56613;
6.7e-07;2.492e-06;6.1893e-05;0.000310969;0.00253544;0.0255029;0.255213;2.56169;
1.177e-06;2.496e-06;6.1835e-05;0.000315027;0.00253257;0.0254822;0.255347;2.57943;
7.52e-07;2.494e-06;6.2054e-05;0.000532622;0.00278005;0.0263786;0.291122;2.87552;
8.75e-07;2.685e-06;4.5616e-05;0.000295727;0.00258228;0.0282136;0.277077;2.7518;
8.42e-07;2.446e-06;6.2104e-05;0.000313452;0.00256672;0.0265196;0.264665;2.796;
7.31e-07;2.46e-06;6.1819e-05;0.000312916;0.0027477;0.0262064;0.260519;2.75949;
